Transaction ID,Date,Sender Name,Sender Country,Sender Bank,Receiver Name,Receiver Country,Receiver Bank,Amount,Transaction Details,Status,Sender Predicted Category,Receiver Predicted Category
TXN0153,2025-03-26 06:12:34,Tesla Inc.,Russia,Swiss National Bank,Tesla Inc.,Panama,Swiss National Bank,"$3,823,169",Cheque,Pending,Corporation,Corporation
TXN0154,2025-03-26 06:12:34,Crypto Exchange Ltd,Cayman Islands,Swiss National Bank,Shell Trading Ltd,UK,Deutsche Bank,"$1,806,521",Cryptocurrency,Completed,Shell Company,Corporation
TXN0155,2025-03-26 06:12:34,Tesla Inc.,Panama,HSBC,ExxonMobil,Panama,Cayman National Bank,"$973,927",SWIFT,Completed,Corporation,Corporation
TXN0156,2025-03-26 06:12:34,Panama Offshore Holdings,UK,Cayman National Bank,Goldman Sachs,USA,JP Morgan Chase,"$1,026,918",Wire Transfer,Rejected,Shell Company,Corporation
TXN0157,2025-03-26 06:12:34,Crypto Exchange Ltd,China,Cayman National Bank,Rothschild & Co,Germany,Cayman National Bank,"$787,230",Cheque,Under Review,Shell Company,Corporation
TXN0158,2025-03-26 06:12:34,Rothschild & Co,Switzerland,JP Morgan Chase,HSBC Holdings,USA,JP Morgan Chase,"$4,300,620",Cryptocurrency,Completed,Corporation,Corporation
TXN0159,2025-03-26 06:12:34,ABC Offshore Services,UK,Deutsche Bank,Rothschild & Co,British Virgin Islands,Cayman National Bank,"$2,196,956",Wire Transfer,Completed,Shell Company,Corporation
TXN0160,2025-03-26 06:12:34,Tesla Inc.,Switzerland,JP Morgan Chase,HSBC Holdings,Cayman Islands,JP Morgan Chase,"$1,178,004",Cheque,Rejected,Corporation,Corporation
TXN0161,2025-03-26 06:12:34,Tesla Inc.,Panama,JP Morgan Chase,Red Cross,UK,HSBC,"$4,688,197",Wire Transfer,Pending,Corporation,NGO
TXN0162,2025-03-26 06:12:34,Nicolas Maduro,China,Swiss National Bank,BlackRock,Russia,JP Morgan Chase,"$2,263,768",Cheque,Under Review,PEP,Shell Company
TXN0163,2025-03-26 06:12:34,Hawala Network Inc,UK,HSBC,Panama Offshore Holdings,USA,JP Morgan Chase,"$4,376,634",SWIFT,Completed,Shell Company,Shell Company
TXN0164,2025-03-26 06:12:34,Goldman Sachs,Switzerland,JP Morgan Chase,BlackRock,Germany,HSBC,"$3,136,345",Cryptocurrency,Under Review,Corporation,Shell Company
TXN0165,2025-03-26 06:12:34,Goldman Sachs,China,Deutsche Bank,Tesla Inc.,China,Cayman National Bank,"$1,662,808",SWIFT,Under Review,Corporation,Corporation
TXN0166,2025-03-26 06:12:34,ABC Offshore Services,Switzerland,Swiss National Bank,Tesla Inc.,USA,Cayman National Bank,"$168,734",Wire Transfer,Under Review,Shell Company,Corporation
TXN0167,2025-03-26 06:12:34,ABC Offshore Services,British Virgin Islands,JP Morgan Chase,Panama Offshore Holdings,British Virgin Islands,Cayman National Bank,"$3,712,139",SWIFT,Pending,Shell Company,Shell Company
TXN0168,2025-03-26 06:12:34,World Health Organization,USA,HSBC,Red Cross,Switzerland,Swiss National Bank,"$1,493,856",Cryptocurrency,Completed,NGO,NGO
TXN0169,2025-03-26 06:12:34,Gazprom,UK,JP Morgan Chase,United Nations,Cayman Islands,Swiss National Bank,"$1,614,644",SWIFT,Rejected,Corporation,Government Organization
TXN0170,2025-03-26 06:12:34,ExxonMobil,Panama,JP Morgan Chase,HSBC Holdings,China,HSBC,"$4,312,076",Wire Transfer,Pending,Corporation,Corporation
TXN0171,2025-03-26 06:12:34,Tesla Inc.,Panama,HSBC,Oxfam International,Switzerland,JP Morgan Chase,"$1,385,162",SWIFT,Under Review,Corporation,NGO
TXN0172,2025-03-26 06:12:34,Vladimir Putin,Panama,Cayman National Bank,Red Cross,USA,Deutsche Bank,"$3,502,656",Wire Transfer,Pending,PEP,NGO
TXN0173,2025-03-26 06:12:34,Shell Trading Ltd,Cayman Islands,Swiss National Bank,Rothschild & Co,Cayman Islands,HSBC,"$376,918",Cryptocurrency,Under Review,Corporation,Corporation
TXN0174,2025-03-26 06:12:34,BlackRock,Switzerland,Deutsche Bank,JP Morgan Chase,Switzerland,HSBC,"$494,880",Wire Transfer,Pending,Shell Company,Corporation
TXN0175,2025-03-26 06:12:34,Tesla Inc.,British Virgin Islands,HSBC,Rothschild & Co,Russia,JP Morgan Chase,"$1,483,246",Cheque,Completed,Corporation,Corporation
TXN0176,2025-03-26 06:12:34,United Nations,USA,HSBC,Panama Offshore Holdings,British Virgin Islands,Deutsche Bank,"$1,042,591",Cryptocurrency,Completed,Government Organization,Shell Company
TXN0177,2025-03-26 06:12:34,United Nations,Panama,HSBC,Goldman Sachs,Germany,JP Morgan Chase,"$4,635,403",Wire Transfer,Pending,Government Organization,Corporation
TXN0178,2025-03-26 06:12:34,JP Morgan Chase,British Virgin Islands,Deutsche Bank,Shell Trading Ltd,Cayman Islands,JP Morgan Chase,"$615,163",Cryptocurrency,Rejected,Corporation,Corporation
TXN0179,2025-03-26 06:12:34,ExxonMobil,USA,Deutsche Bank,Greenpeace,Cayman Islands,Deutsche Bank,"$944,886",Cryptocurrency,Pending,Corporation,NGO
TXN0180,2025-03-26 06:12:34,Gazprom,China,Swiss National Bank,Greenpeace,Cayman Islands,Cayman National Bank,"$1,270,866",SWIFT,Completed,Corporation,NGO
TXN0181,2025-03-26 06:12:34,Vladimir Putin,Germany,Cayman National Bank,Goldman Sachs,Russia,Swiss National Bank,"$4,484,546",Cryptocurrency,Completed,PEP,Corporation
TXN0182,2025-03-26 06:12:34,ABC Offshore Services,Cayman Islands,Cayman National Bank,Greenpeace,British Virgin Islands,Deutsche Bank,"$80,791",Wire Transfer,Rejected,Shell Company,NGO
TXN0183,2025-03-26 06:12:34,Red Cross,Russia,Cayman National Bank,Tesla Inc.,Russia,JP Morgan Chase,"$2,051,992",Cheque,Under Review,NGO,Corporation
TXN0184,2025-03-26 06:12:34,Tesla Inc.,Germany,Swiss National Bank,Shell Trading Ltd,China,Deutsche Bank,"$2,655,907",Cheque,Completed,Corporation,Corporation
TXN0185,2025-03-26 06:12:34,Tesla Inc.,Russia,JP Morgan Chase,Red Cross,Panama,HSBC,"$1,060,988",Wire Transfer,Rejected,Corporation,NGO
TXN0186,2025-03-26 06:12:34,ABC Offshore Services,China,Cayman National Bank,United Nations,Germany,Cayman National Bank,"$371,789",SWIFT,Completed,Shell Company,Government Organization
TXN0187,2025-03-26 06:12:34,Oxfam International,Germany,HSBC,Greenpeace,Switzerland,Cayman National Bank,"$3,908,142",SWIFT,Under Review,NGO,NGO
TXN0188,2025-03-26 06:12:34,BlackRock,China,JP Morgan Chase,World Health Organization,UK,Deutsche Bank,"$3,337,798",Cryptocurrency,Pending,Shell Company,NGO
TXN0189,2025-03-26 06:12:34,Hawala Network Inc,Russia,JP Morgan Chase,United Nations,Switzerland,Deutsche Bank,"$3,652,771",Cheque,Rejected,Shell Company,Government Organization
TXN0190,2025-03-26 06:12:34,Panama Offshore Holdings,Switzerland,JP Morgan Chase,HSBC Holdings,Switzerland,Swiss National Bank,"$458,555",Cheque,Pending,Shell Company,Corporation
TXN0191,2025-03-26 06:12:34,JP Morgan Chase,Switzerland,Deutsche Bank,ExxonMobil,Switzerland,JP Morgan Chase,"$1,262,257",SWIFT,Under Review,Corporation,Corporation
TXN0192,2025-03-26 06:12:34,Hawala Network Inc,British Virgin Islands,Swiss National Bank,Oxfam International,UK,HSBC,"$1,395,754",SWIFT,Under Review,Shell Company,NGO
TXN0193,2025-03-26 06:12:34,Hawala Network Inc,UK,JP Morgan Chase,HSBC Holdings,Cayman Islands,Cayman National Bank,"$3,386,177",Wire Transfer,Rejected,Shell Company,Corporation
TXN0194,2025-03-26 06:12:34,ExxonMobil,Panama,Deutsche Bank,Shell Trading Ltd,UK,JP Morgan Chase,"$332,477",Cheque,Completed,Corporation,Corporation
TXN0195,2025-03-26 06:12:34,Nicolas Maduro,Switzerland,JP Morgan Chase,ExxonMobil,USA,Cayman National Bank,"$3,956,144",SWIFT,Pending,PEP,Corporation
TXN0196,2025-03-26 06:12:34,Tesla Inc.,Russia,Deutsche Bank,World Health Organization,UK,JP Morgan Chase,"$2,669,828",SWIFT,Pending,Corporation,NGO
TXN0197,2025-03-26 06:12:34,Oxfam International,USA,JP Morgan Chase,JP Morgan Chase,Cayman Islands,HSBC,"$2,475,226",Cryptocurrency,Pending,NGO,Corporation
TXN0198,2025-03-26 06:12:34,Crypto Exchange Ltd,China,JP Morgan Chase,Shell Trading Ltd,Russia,Deutsche Bank,"$2,376,379",SWIFT,Completed,Shell Company,Corporation
TXN0199,2025-03-26 06:12:34,ABC Offshore Services,USA,Deutsche Bank,Shell Trading Ltd,British Virgin Islands,JP Morgan Chase,"$406,658",Cheque,Completed,Shell Company,Corporation
TXN0200,2025-03-26 06:12:34,Vladimir Putin,British Virgin Islands,JP Morgan Chase,Greenpeace,Germany,Deutsche Bank,"$234,364",Wire Transfer,Completed,PEP,NGO
TXN0201,2025-03-26 06:12:34,Panama Offshore Holdings,Panama,Deutsche Bank,JP Morgan Chase,Switzerland,Swiss National Bank,"$3,547,794",Wire Transfer,Under Review,Shell Company,Corporation
TXN0202,2025-03-26 06:12:34,Oxfam International,Cayman Islands,HSBC,Goldman Sachs,British Virgin Islands,Deutsche Bank,"$3,015,957",Cheque,Completed,NGO,Corporation
TXN0203,2025-03-26 06:12:34,Vladimir Putin,Germany,Cayman National Bank,Shell Trading Ltd,Russia,HSBC,"$175,228",Cheque,Completed,PEP,Corporation
TXN0204,2025-03-26 06:12:34,Crypto Exchange Ltd,Switzerland,Swiss National Bank,Red Cross,Cayman Islands,HSBC,"$1,154,457",Wire Transfer,Pending,Shell Company,NGO
TXN0205,2025-03-26 06:12:34,HSBC Holdings,Cayman Islands,Cayman National Bank,Goldman Sachs,Germany,Deutsche Bank,"$4,381,312",Cheque,Under Review,Corporation,Corporation
TXN0206,2025-03-26 06:12:34,Shell Trading Ltd,Russia,Swiss National Bank,ExxonMobil,Panama,Deutsche Bank,"$948,211",Cryptocurrency,Completed,Corporation,Corporation
TXN0207,2025-03-26 06:12:34,Greenpeace,Switzerland,Swiss National Bank,BlackRock,China,Cayman National Bank,"$1,871,218",Wire Transfer,Rejected,NGO,Shell Company
TXN0208,2025-03-26 06:12:34,Vladimir Putin,USA,HSBC,ExxonMobil,Switzerland,Cayman National Bank,"$2,034,311",Cheque,Completed,PEP,Corporation
TXN0209,2025-03-26 06:12:34,Gazprom,Russia,Swiss National Bank,Rothschild & Co,Switzerland,HSBC,"$1,697,360",Wire Transfer,Completed,Corporation,Corporation
TXN0210,2025-03-26 06:12:34,Greenpeace,China,Cayman National Bank,Greenpeace,Russia,Deutsche Bank,"$454,448",Cryptocurrency,Completed,NGO,NGO
TXN0211,2025-03-26 06:12:34,Oxfam International,Switzerland,Cayman National Bank,Red Cross,British Virgin Islands,Cayman National Bank,"$4,971,190",Cryptocurrency,Rejected,NGO,NGO
TXN0212,2025-03-26 06:12:34,Rostec,Russia,Swiss National Bank,Panama Offshore Holdings,Cayman Islands,JP Morgan Chase,"$2,662,469",Cheque,Pending,Shell Company,Shell Company
TXN0213,2025-03-26 06:12:34,ABC Offshore Services,Germany,Swiss National Bank,Shell Trading Ltd,Cayman Islands,Cayman National Bank,"$61,130",Cryptocurrency,Pending,Shell Company,Corporation
TXN0214,2025-03-26 06:12:34,Tesla Inc.,China,HSBC,HSBC Holdings,Cayman Islands,JP Morgan Chase,"$1,709,153",Cheque,Pending,Corporation,Corporation
TXN0215,2025-03-26 06:12:34,JP Morgan Chase,USA,Cayman National Bank,World Health Organization,Cayman Islands,Swiss National Bank,"$142,328",Wire Transfer,Under Review,Corporation,NGO
TXN0216,2025-03-26 06:12:34,Gazprom,Germany,JP Morgan Chase,Tesla Inc.,Switzerland,Cayman National Bank,"$4,503,403",Cheque,Rejected,Corporation,Corporation
TXN0217,2025-03-26 06:12:34,Vladimir Putin,Panama,JP Morgan Chase,Tesla Inc.,Germany,HSBC,"$4,779,116",Cryptocurrency,Pending,PEP,Corporation
TXN0218,2025-03-26 06:12:34,Vladimir Putin,Switzerland,Swiss National Bank,Goldman Sachs,British Virgin Islands,HSBC,"$1,309,608",Cryptocurrency,Pending,PEP,Corporation
TXN0219,2025-03-26 06:12:34,ExxonMobil,USA,JP Morgan Chase,Tesla Inc.,Panama,HSBC,"$3,406,183",Wire Transfer,Pending,Corporation,Corporation
TXN0220,2025-03-26 06:12:34,Hawala Network Inc,USA,Deutsche Bank,Greenpeace,Panama,JP Morgan Chase,"$912,652",Wire Transfer,Rejected,Shell Company,NGO
TXN0221,2025-03-26 06:12:34,Hawala Network Inc,UK,Cayman National Bank,Rothschild & Co,Germany,Cayman National Bank,"$3,552,060",Cheque,Rejected,Shell Company,Corporation
TXN0222,2025-03-26 06:12:34,Red Cross,Russia,Cayman National Bank,Panama Offshore Holdings,Switzerland,Deutsche Bank,"$1,251,071",Cryptocurrency,Under Review,NGO,Shell Company
TXN0223,2025-03-26 06:12:34,BlackRock,Germany,JP Morgan Chase,HSBC Holdings,UK,Swiss National Bank,"$1,300,322",Cheque,Under Review,Shell Company,Corporation
TXN0224,2025-03-26 06:12:34,Nicolas Maduro,Germany,Cayman National Bank,Goldman Sachs,Panama,HSBC,"$4,146,333",SWIFT,Under Review,PEP,Corporation
TXN0225,2025-03-26 06:12:34,ExxonMobil,Switzerland,Cayman National Bank,Oxfam International,UK,Deutsche Bank,"$1,063,191",Cryptocurrency,Under Review,Corporation,NGO
TXN0226,2025-03-26 06:12:34,Greenpeace,Cayman Islands,Deutsche Bank,World Health Organization,Panama,JP Morgan Chase,"$382,631",Wire Transfer,Rejected,NGO,NGO
TXN0227,2025-03-26 06:12:34,Rostec,Cayman Islands,JP Morgan Chase,Oxfam International,Cayman Islands,Deutsche Bank,"$347,980",SWIFT,Pending,Shell Company,NGO
TXN0228,2025-03-26 06:12:34,Shell Holdings Ltd,Switzerland,JP Morgan Chase,BlackRock,Switzerland,Swiss National Bank,"$2,297,417",Cryptocurrency,Pending,Corporation,Shell Company
TXN0229,2025-03-26 06:12:34,ABC Offshore Services,Cayman Islands,Swiss National Bank,Goldman Sachs,UK,HSBC,"$3,788,543",SWIFT,Pending,Shell Company,Corporation
TXN0230,2025-03-26 06:12:34,Crypto Exchange Ltd,British Virgin Islands,Deutsche Bank,Rothschild & Co,Switzerland,JP Morgan Chase,"$528,103",Cryptocurrency,Completed,Shell Company,Corporation
TXN0231,2025-03-26 06:12:34,Shell Trading Ltd,Cayman Islands,JP Morgan Chase,Oxfam International,China,HSBC,"$3,613,822",Cheque,Pending,Corporation,NGO
TXN0232,2025-03-26 06:12:34,JP Morgan Chase,Russia,Swiss National Bank,JP Morgan Chase,Panama,Cayman National Bank,"$3,252,751",Cryptocurrency,Under Review,Corporation,Corporation
TXN0233,2025-03-26 06:12:34,Shell Holdings Ltd,Switzerland,JP Morgan Chase,Rothschild & Co,Switzerland,HSBC,"$3,014,228",Cheque,Rejected,Corporation,Corporation
TXN0234,2025-03-26 06:12:34,Hawala Network Inc,British Virgin Islands,Deutsche Bank,United Nations,USA,Cayman National Bank,"$2,071,351",Cryptocurrency,Under Review,Shell Company,Government Organization
TXN0235,2025-03-26 06:12:34,Oxfam International,Cayman Islands,Deutsche Bank,Tesla Inc.,Russia,Swiss National Bank,"$2,633,528",Wire Transfer,Completed,NGO,Corporation
TXN0236,2025-03-26 06:12:34,Oxfam International,Panama,Deutsche Bank,BlackRock,Germany,JP Morgan Chase,"$3,388,204",Cheque,Completed,NGO,Shell Company
TXN0237,2025-03-26 06:12:34,Greenpeace,China,Swiss National Bank,Panama Offshore Holdings,British Virgin Islands,HSBC,"$1,735,826",SWIFT,Rejected,NGO,Shell Company
TXN0238,2025-03-26 06:12:34,World Health Organization,USA,Deutsche Bank,BlackRock,Switzerland,HSBC,"$303,743",SWIFT,Completed,NGO,Shell Company
TXN0239,2025-03-26 06:12:34,Gazprom,UK,Cayman National Bank,Greenpeace,Switzerland,JP Morgan Chase,"$1,492,689",Wire Transfer,Rejected,Corporation,NGO
TXN0240,2025-03-26 06:12:34,Oxfam International,Panama,Cayman National Bank,JP Morgan Chase,UK,Cayman National Bank,"$3,500,427",SWIFT,Rejected,NGO,Corporation
TXN0241,2025-03-26 06:12:34,HSBC Holdings,Panama,HSBC,Red Cross,Switzerland,Deutsche Bank,"$1,914,828",Cryptocurrency,Completed,Corporation,NGO
TXN0242,2025-03-26 06:12:34,Nicolas Maduro,USA,Swiss National Bank,HSBC Holdings,Russia,HSBC,"$4,299,691",Cryptocurrency,Under Review,PEP,Corporation
TXN0243,2025-03-26 06:12:34,ExxonMobil,UK,Cayman National Bank,Greenpeace,British Virgin Islands,Cayman National Bank,"$3,684,941",Cryptocurrency,Rejected,Corporation,NGO
TXN0244,2025-03-26 06:12:34,Nicolas Maduro,USA,Swiss National Bank,BlackRock,Germany,Deutsche Bank,"$794,416",SWIFT,Rejected,PEP,Shell Company
TXN0245,2025-03-26 06:12:34,ABC Offshore Services,USA,Cayman National Bank,BlackRock,China,HSBC,"$3,710,047",SWIFT,Pending,Shell Company,Shell Company
TXN0246,2025-03-26 06:12:34,Red Cross,UK,HSBC,United Nations,Panama,Deutsche Bank,"$3,901,770",Wire Transfer,Pending,NGO,Government Organization
TXN0247,2025-03-26 06:12:34,Oxfam International,USA,Cayman National Bank,World Health Organization,Panama,HSBC,"$4,841,342",Wire Transfer,Under Review,NGO,NGO
TXN0248,2025-03-26 06:12:34,BlackRock,Germany,HSBC,ExxonMobil,Russia,HSBC,"$241,773",Cryptocurrency,Rejected,Shell Company,Corporation
TXN0249,2025-03-26 06:12:34,HSBC Holdings,USA,Deutsche Bank,Red Cross,UK,JP Morgan Chase,"$4,739,353",SWIFT,Completed,Corporation,NGO
TXN0250,2025-03-26 06:12:34,Rothschild & Co,China,Deutsche Bank,BlackRock,Germany,Deutsche Bank,"$3,736,165",Wire Transfer,Pending,Corporation,Shell Company
TXN0251,2025-03-26 06:12:34,Oxfam International,UK,JP Morgan Chase,HSBC Holdings,China,Swiss National Bank,"$1,128,750",Cryptocurrency,Rejected,NGO,Corporation
TXN0252,2025-03-26 06:12:34,Oxfam International,Germany,JP Morgan Chase,United Nations,Germany,HSBC,"$1,918,396",Cheque,Completed,NGO,Government Organization
TXN0253,2025-03-26 06:12:34,Panama Offshore Holdings,Switzerland,Deutsche Bank,Panama Offshore Holdings,British Virgin Islands,Cayman National Bank,"$3,254,366",Cryptocurrency,Completed,Shell Company,Shell Company
TXN0254,2025-03-26 06:12:34,Panama Offshore Holdings,UK,Deutsche Bank,Greenpeace,British Virgin Islands,JP Morgan Chase,"$2,039,401",Cryptocurrency,Completed,Shell Company,NGO
TXN0255,2025-03-26 06:12:34,Goldman Sachs,China,HSBC,Oxfam International,Cayman Islands,Swiss National Bank,"$4,474,599",SWIFT,Under Review,Corporation,NGO
TXN0256,2025-03-26 06:12:34,Gazprom,Panama,JP Morgan Chase,United Nations,Cayman Islands,Cayman National Bank,"$2,775,492",SWIFT,Rejected,Corporation,Government Organization
TXN0257,2025-03-26 06:12:34,Tesla Inc.,Switzerland,Deutsche Bank,Shell Trading Ltd,Cayman Islands,HSBC,"$1,120,522",Cheque,Rejected,Corporation,Corporation
TXN0258,2025-03-26 06:12:34,Red Cross,British Virgin Islands,Swiss National Bank,Greenpeace,UK,HSBC,"$3,456,253",SWIFT,Under Review,NGO,NGO
TXN0259,2025-03-26 06:12:34,BlackRock,Cayman Islands,HSBC,Rothschild & Co,Cayman Islands,Deutsche Bank,"$4,076,615",Cryptocurrency,Under Review,Shell Company,Corporation
TXN0260,2025-03-26 06:12:34,Nicolas Maduro,Germany,Deutsche Bank,Goldman Sachs,China,HSBC,"$3,960,543",Cheque,Pending,PEP,Corporation
TXN0261,2025-03-26 06:12:34,HSBC Holdings,Cayman Islands,Cayman National Bank,HSBC Holdings,Cayman Islands,Cayman National Bank,"$4,514,687",Cryptocurrency,Pending,Corporation,Corporation
TXN0262,2025-03-26 06:12:34,Vladimir Putin,Switzerland,Deutsche Bank,Oxfam International,British Virgin Islands,Deutsche Bank,"$776,923",SWIFT,Rejected,PEP,NGO
TXN0263,2025-03-26 06:12:34,Crypto Exchange Ltd,British Virgin Islands,Cayman National Bank,HSBC Holdings,Switzerland,Cayman National Bank,"$2,099,710",Cryptocurrency,Under Review,Shell Company,Corporation
TXN0264,2025-03-26 06:12:34,Rothschild & Co,Switzerland,Cayman National Bank,BlackRock,China,Cayman National Bank,"$3,284,636",Cryptocurrency,Rejected,Corporation,Shell Company
TXN0265,2025-03-26 06:12:34,HSBC Holdings,Russia,HSBC,World Health Organization,Germany,Cayman National Bank,"$2,935,056",Cryptocurrency,Pending,Corporation,NGO
TXN0266,2025-03-26 06:12:34,Shell Trading Ltd,Russia,JP Morgan Chase,JP Morgan Chase,Switzerland,JP Morgan Chase,"$334,048",Cheque,Completed,Corporation,Corporation
TXN0267,2025-03-26 06:12:34,ExxonMobil,Russia,JP Morgan Chase,Oxfam International,UK,HSBC,"$3,328,813",Wire Transfer,Under Review,Corporation,NGO
TXN0268,2025-03-26 06:12:34,ExxonMobil,China,Cayman National Bank,Shell Trading Ltd,China,HSBC,"$138,522",Cheque,Rejected,Corporation,Corporation
TXN0269,2025-03-26 06:12:34,Nicolas Maduro,UK,HSBC,BlackRock,China,Deutsche Bank,"$1,864,700",SWIFT,Under Review,PEP,Shell Company
TXN0270,2025-03-26 06:12:34,JP Morgan Chase,UK,JP Morgan Chase,JP Morgan Chase,USA,HSBC,"$974,355",Cheque,Rejected,Corporation,Corporation
TXN0271,2025-03-26 06:12:34,Goldman Sachs,UK,HSBC,ExxonMobil,Panama,Cayman National Bank,"$2,502,205",Wire Transfer,Completed,Corporation,Corporation
TXN0272,2025-03-26 06:12:34,World Health Organization,Cayman Islands,JP Morgan Chase,Red Cross,USA,Deutsche Bank,"$3,361,713",SWIFT,Under Review,NGO,NGO
TXN0273,2025-03-26 06:12:34,World Health Organization,Cayman Islands,Cayman National Bank,United Nations,USA,JP Morgan Chase,"$3,901,644",Cheque,Completed,NGO,Government Organization
TXN0274,2025-03-26 06:12:34,ABC Offshore Services,USA,HSBC,Greenpeace,Panama,JP Morgan Chase,"$4,683,110",Cheque,Pending,Shell Company,NGO
TXN0275,2025-03-26 06:12:34,JP Morgan Chase,Switzerland,Cayman National Bank,Shell Trading Ltd,USA,Cayman National Bank,"$3,556,571",Cheque,Pending,Corporation,Corporation
TXN0276,2025-03-26 06:12:34,Vladimir Putin,Germany,JP Morgan Chase,BlackRock,Russia,Deutsche Bank,"$4,599,543",Wire Transfer,Under Review,PEP,Shell Company
TXN0277,2025-03-26 06:12:34,Shell Holdings Ltd,Panama,Cayman National Bank,Tesla Inc.,Switzerland,Cayman National Bank,"$4,788,374",Wire Transfer,Completed,Corporation,Corporation
TXN0278,2025-03-26 06:12:34,Vladimir Putin,Switzerland,Deutsche Bank,World Health Organization,Germany,Deutsche Bank,"$1,397,144",Cryptocurrency,Under Review,PEP,NGO
TXN0279,2025-03-26 06:12:34,Red Cross,Cayman Islands,Cayman National Bank,Red Cross,China,Swiss National Bank,"$1,902,319",Cryptocurrency,Completed,NGO,NGO
TXN0280,2025-03-26 06:12:34,Shell Holdings Ltd,Russia,HSBC,Oxfam International,Russia,Cayman National Bank,"$4,402,444",SWIFT,Completed,Corporation,NGO
TXN0281,2025-03-26 06:12:34,Crypto Exchange Ltd,China,Swiss National Bank,United Nations,Panama,Deutsche Bank,"$340,279",SWIFT,Under Review,Shell Company,Government Organization
TXN0282,2025-03-26 06:12:34,Nicolas Maduro,China,JP Morgan Chase,Oxfam International,Switzerland,JP Morgan Chase,"$3,125,719",Cryptocurrency,Rejected,PEP,NGO
TXN0283,2025-03-26 06:12:34,Greenpeace,Germany,JP Morgan Chase,United Nations,USA,HSBC,"$2,227,751",Cryptocurrency,Completed,NGO,Government Organization
TXN0284,2025-03-26 06:12:34,Hawala Network Inc,Switzerland,Cayman National Bank,Goldman Sachs,Panama,HSBC,"$4,325,559",SWIFT,Rejected,Shell Company,Corporation
TXN0285,2025-03-26 06:12:34,Goldman Sachs,UK,Cayman National Bank,Panama Offshore Holdings,Russia,JP Morgan Chase,"$2,758,265",Cheque,Under Review,Corporation,Shell Company
TXN0286,2025-03-26 06:12:34,BlackRock,Panama,Deutsche Bank,United Nations,Cayman Islands,Deutsche Bank,"$2,089,528",Cheque,Under Review,Shell Company,Government Organization
TXN0287,2025-03-26 06:12:34,Rostec,Panama,JP Morgan Chase,Goldman Sachs,Switzerland,Swiss National Bank,"$2,241,482",Wire Transfer,Completed,Shell Company,Corporation
TXN0288,2025-03-26 06:12:34,ABC Offshore Services,Germany,Swiss National Bank,Red Cross,UK,HSBC,"$328,286",SWIFT,Rejected,Shell Company,NGO
TXN0289,2025-03-26 06:12:34,BlackRock,Switzerland,JP Morgan Chase,Greenpeace,British Virgin Islands,Cayman National Bank,"$4,296,375",SWIFT,Completed,Shell Company,NGO
TXN0290,2025-03-26 06:12:34,JP Morgan Chase,China,Deutsche Bank,Tesla Inc.,UK,HSBC,"$1,377,424",Cryptocurrency,Completed,Corporation,Corporation
TXN0291,2025-03-26 06:12:34,Crypto Exchange Ltd,Germany,HSBC,United Nations,China,JP Morgan Chase,"$1,053,097",Cryptocurrency,Pending,Shell Company,Government Organization
TXN0292,2025-03-26 06:12:34,JP Morgan Chase,Cayman Islands,Deutsche Bank,Red Cross,Switzerland,JP Morgan Chase,"$835,027",Wire Transfer,Under Review,Corporation,NGO
TXN0293,2025-03-26 06:12:34,North Korea Trading Corporation,USA,JP Morgan Chase,JP Morgan Chase,Germany,Cayman National Bank,"$1,681,454",Cryptocurrency,Pending,Shell Company,Corporation
TXN0294,2025-03-26 06:12:34,Vladimir Putin,Switzerland,Deutsche Bank,Red Cross,UK,Deutsche Bank,"$2,176,624",SWIFT,Under Review,PEP,NGO
TXN0295,2025-03-26 06:12:34,Shell Holdings Ltd,UK,HSBC,HSBC Holdings,UK,HSBC,"$752,271",Wire Transfer,Pending,Corporation,Corporation
TXN0296,2025-03-26 06:12:34,Oxfam International,Switzerland,Cayman National Bank,Goldman Sachs,Russia,Cayman National Bank,"$2,325,564",Cheque,Pending,NGO,Corporation
TXN0297,2025-03-26 06:12:34,Oxfam International,China,JP Morgan Chase,United Nations,Cayman Islands,JP Morgan Chase,"$2,192,294",Cryptocurrency,Pending,NGO,Government Organization
TXN0298,2025-03-26 06:12:34,United Nations,Cayman Islands,JP Morgan Chase,JP Morgan Chase,Cayman Islands,HSBC,"$2,475,686",Wire Transfer,Completed,Government Organization,Corporation
TXN0299,2025-03-26 06:12:34,Rothschild & Co,China,Cayman National Bank,Shell Trading Ltd,Germany,HSBC,"$4,576,533",SWIFT,Pending,Corporation,Corporation
TXN0300,2025-03-26 06:12:34,Tesla Inc.,USA,Swiss National Bank,BlackRock,Switzerland,Cayman National Bank,"$306,393",Cheque,Under Review,Corporation,Shell Company
TXN0301,2025-03-26 06:12:34,Rothschild & Co,British Virgin Islands,JP Morgan Chase,ExxonMobil,UK,Swiss National Bank,"$4,608,736",Cheque,Rejected,Corporation,Corporation
TXN0302,2025-03-26 06:12:34,Goldman Sachs,USA,JP Morgan Chase,ExxonMobil,British Virgin Islands,Swiss National Bank,"$1,987,763",Cheque,Pending,Corporation,Corporation
TXN0303,2025-03-26 06:12:34,Gazprom,Germany,Deutsche Bank,Shell Trading Ltd,Switzerland,JP Morgan Chase,"$2,407,329",Cheque,Rejected,Corporation,Corporation
TXN0304,2025-03-26 06:12:34,Vladimir Putin,Panama,HSBC,United Nations,Germany,JP Morgan Chase,"$3,780,303",Cheque,Completed,PEP,Government Organization
